respondent_id,h1n1_vaccine,seasonal_vaccine
38969,0.54,0.75
38970,0.07,0.04
38971,0.18,0.68
38972,0.18,0.28
38973,0.05,0.79
38974,0.45,0.76
38975,0.1,0.62
38976,0.67,0.87
38977,0.2,0.44
38978,0.06,0.01
38979,0.1,0.22
38980,0.25,0.61
38981,0.05,0.03
38982,0.59,0.79
38983,0.27,0.26
38984,0.38,0.49
38985,0.08,0.52
38986,0.49,0.86
38987,0.12,0.63
38988,0.18,1.09
38989,0.34,0.93
38990,0.16,0.33
38991,0.33,0.48
38992,0.36,0.53
38993,0.54,0.11
38994,0.0,0.41
38995,0.19,0.86
38996,0.1,0.72
38997,0.06,0.19
38998,0.3,0.44
38999,0.09,0.02
39000,0.65,0.73
39001,0.05,0.3
39002,0.02,0.15
39003,0.35,0.73
39004,0.4,0.94
39005,0.28,0.47
39006,0.41,0.58
39007,0.18,0.01
39008,0.09,0.51
39009,0.23,1.04
39010,0.54,0.81
39011,0.19,0.39
39012,0.19,0.27
39013,0.31,0.77
39014,0.54,0.08
39015,0.19,0.95
39016,0.34,0.31
39017,0.01,0.16
39018,0.69,1.0
39019,0.13,0.01
39020,0.05,0.66
39021,0.15,0.14
39022,0.58,0.94
39023,0.73,1.05
39024,0.05,0.26
39025,0.06,0.25
39026,0.13,0.27
39027,0.05,0.67
39028,0.56,0.93
39029,0.01,0.09
39030,0.25,0.21
39031,0.15,0.11
39032,0.14,0.08
39033,0.08,0.06
39034,0.13,0.32
39035,0.3,0.42
39036,0.29,0.31
39037,0.25,0.41
39038,0.05,0.3
39039,0.02,0.08
39040,0.44,0.94
39041,0.03,0.05
39042,0.24,0.75
39043,0.26,0.19
39044,0.56,0.83
39045,0.14,0.4
39046,0.11,0.04
39047,0.3,0.31
39048,0.32,0.57
39049,0.26,0.46
39050,0.09,0.68
39051,0.06,0.32
39052,0.51,0.83
39053,0.52,0.46
39054,0.07,0.21
39055,0.1,0.37
39056,0.02,0.14
39057,0.18,0.4
39058,0.0,0.17
39059,0.19,0.23
39060,0.34,0.58
39061,0.05,0.28
39062,0.06,0.35
39063,0.51,0.72
39064,0.29,0.39
39065,0.18,0.69
39066,0.02,0.57
39067,0.34,0.54
39068,0.13,0.22
39069,0.0,0.43
39070,0.1,0.47
39071,0.28,0.56
39072,0.1,0.14
39073,0.54,0.8
39074,0.15,0.88
39075,0.16,0.48
39076,0.06,0.13
39077,0.15,0.41
39078,0.11,0.13
39079,0.16,0.39
39080,0.16,0.42
39081,0.12,0.26
39082,0.02,0.19
39083,0.11,0.15
39084,0.4,0.68
39085,0.42,0.89
39086,0.01,0.22
39087,0.52,0.64
39088,0.71,0.85
39089,0.25,0.54
39090,0.58,0.76
39091,0.32,0.91
39092,0.36,0.27
39093,0.31,0.43
39094,0.14,0.32
39095,0.45,0.61
39096,0.01,0.31
39097,0.2,0.64
39098,0.07,0.39
39099,0.6,0.7
39100,0.21,0.57
39101,0.05,0.65
39102,0.03,0.49
39103,0.17,0.29
39104,0.08,0.33
39105,0.38,0.48
39106,0.11,0.57
39107,0.41,0.69
39108,0.54,0.21
39109,0.19,1.06
39110,0.12,0.95
39111,0.31,0.72
39112,0.39,0.62
39113,0.03,0.59
39114,0.42,0.64
39115,0.21,0.09
39116,0.18,0.29
39117,0.04,0.48
39118,0.2,0.4
39119,0.5,0.75
39120,0.64,1.1
39121,0.18,0.34
39122,0.18,0.39
39123,0.04,0.77
39124,0.16,0.72
39125,0.17,0.43
39126,0.32,0.52
39127,0.44,0.79
39128,0.15,0.51
39129,0.2,0.14
39130,0.63,0.93
39131,0.63,0.9
39132,0.03,0.88
39133,0.13,0.14
39134,0.09,0.37
39135,0.03,0.38
39136,0.22,0.41
39137,0.09,0.66
39138,0.07,0.24
39139,0.25,0.54
39140,0.59,0.8
39141,0.54,0.55
39142,0.05,0.35
39143,0.14,0.43
39144,0.07,0.22
39145,0.5,0.76
39146,0.17,0.12
39147,0.12,0.34
39148,0.3,0.47
39149,0.27,0.6
39150,0.06,0.11
39151,0.13,0.22
39152,0.2,0.62
39153,0.16,0.36
39154,0.1,0.2
39155,0.33,0.71
39156,0.38,0.68
39157,0.03,0.11
39158,0.1,0.21
39159,0.17,0.1
39160,0.11,0.39
39161,0.15,0.62
39162,0.05,0.24
39163,0.28,0.65
39164,0.39,0.42
39165,0.16,0.86
39166,0.01,0.59
39167,0.2,0.67
39168,0.02,0.13
39169,0.06,0.24
39170,0.53,0.73
39171,0.08,0.32
39172,0.63,0.71
39173,0.17,0.45
39174,0.05,0.72
39175,0.05,0.11
39176,0.54,0.6
39177,0.21,0.92
39178,0.13,0.7
39179,0.29,0.46
39180,0.47,0.73
39181,0.2,0.28
39182,0.18,0.38
39183,0.72,0.92
39184,0.17,0.26
39185,0.43,0.64
39186,0.02,0.13
39187,0.21,0.55
39188,0.67,0.7
39189,0.15,0.29
39190,0.25,0.32
39191,0.78,0.47
39192,0.46,0.65
39193,0.2,0.37
39194,0.15,0.28
39195,0.12,0.31
39196,0.14,0.33
39197,0.57,0.7
39198,0.5,0.35
39199,0.15,0.46
39200,0.11,0.25
39201,0.31,0.8
39202,0.05,0.15
39203,0.2,0.72
39204,0.04,0.61
39205,0.1,0.1
39206,0.82,0.89
39207,0.15,0.58
39208,0.03,0.42
39209,0.18,0.59
39210,0.16,0.17
39211,0.14,0.31
39212,0.02,0.22
39213,0.22,0.53
39214,0.51,0.9
39215,0.36,0.96
39216,0.11,0.1
39217,0.17,0.77
39218,0.22,0.89
39219,0.12,0.13
39220,0.22,0.19
39221,0.66,0.91
39222,0.51,0.62
39223,0.02,0.32
39224,0.21,0.38
39225,0.42,0.49
39226,0.58,0.69
39227,0.02,0.19
39228,0.26,0.27
39229,0.39,0.72
39230,0.13,0.02
39231,0.06,0.53
39232,0.61,1.0
39233,0.28,0.61
39234,0.18,1.07
39235,0.05,0.31
39236,0.08,0.25
39237,0.29,0.36
39238,0.42,0.5
39239,0.23,0.3
39240,0.05,0.23
39241,0.87,1.1
39242,0.22,0.4
39243,0.72,0.88
39244,0.07,0.28
39245,0.06,0.15
39246,0.14,0.39
39247,0.29,0.49
39248,0.39,0.69
39249,0.55,0.96
39250,0.18,0.5
39251,0.4,0.59
39252,0.12,0.31
39253,0.18,0.23
39254,0.15,0.17
39255,0.11,0.01
39256,0.18,0.36
39257,0.04,0.37
39258,0.48,0.79
39259,0.04,0.12
39260,0.09,0.07
39261,0.13,0.25
39262,0.5,0.8
39263,0.11,0.13
39264,0.01,0.29
39265,0.0,0.84
39266,0.04,0.53
39267,0.25,0.47
39268,0.11,0.33
39269,0.07,0.51
39270,0.17,0.06
39271,0.15,0.47
39272,0.23,0.42
39273,0.43,0.61
39274,0.19,0.26
39275,0.23,0.84
39276,0.12,0.94
39277,0.16,0.23
39278,0.29,0.7
39279,0.03,0.73
39280,0.35,0.62
39281,0.13,0.32
39282,0.11,0.62
39283,0.63,0.98
39284,0.06,0.29
39285,0.45,0.57
39286,0.53,0.57
39287,0.12,0.73
39288,0.2,0.5
39289,0.19,0.47
39290,0.1,0.39
39291,0.36,0.59
39292,0.18,0.3
39293,0.84,0.98
39294,0.01,0.17
39295,0.23,0.32
39296,0.43,0.9
39297,0.0,0.24
39298,0.13,0.69
39299,0.15,0.62
39300,0.08,0.05
39301,0.15,0.79
39302,0.47,0.12
39303,0.1,0.6
39304,0.67,0.71
39305,0.1,0.51
39306,0.07,0.34
39307,0.08,0.37
39308,0.7,0.93
39309,0.83,0.97
39310,0.18,0.35
39311,0.51,0.78
39312,0.07,0.23
39313,0.08,0.81
39314,0.65,0.57
39315,0.33,1.04
39316,0.17,0.15
39317,0.0,0.65
39318,0.07,0.17
39319,0.02,0.9
39320,0.66,0.64
39321,0.15,0.01
39322,0.27,0.35
39323,0.02,0.11
39324,0.08,0.41
39325,0.33,0.77
39326,0.4,0.57
39327,0.17,0.21
39328,0.47,0.55
39329,0.4,0.5
39330,0.1,0.06
39331,0.08,0.1
39332,0.11,0.3
39333,0.33,0.53
39334,0.04,0.63
39335,0.02,0.24
39336,0.06,0.52
39337,0.36,0.43
39338,0.08,0.39
39339,0.13,0.34
39340,0.02,0.29
39341,0.21,0.13
39342,0.09,0.23
39343,0.17,0.56
39344,0.29,0.88
39345,0.21,0.7
39346,0.41,0.48
39347,0.54,0.86
39348,0.37,0.38
39349,0.01,0.6
39350,0.36,0.62
39351,0.16,0.59
39352,0.24,0.58
39353,0.32,0.72
39354,0.44,0.69
39355,0.65,0.89
39356,0.01,0.3
39357,0.08,0.09
39358,0.1,0.27
39359,0.13,0.82
39360,0.29,0.63
39361,0.34,0.69
39362,0.05,0.31
39363,0.08,0.12
39364,0.5,0.73
39365,0.08,0.21
39366,0.1,0.41
39367,0.13,0.38
39368,0.23,0.43
39369,0.02,0.25
39370,0.08,0.73
39371,0.08,0.37
39372,0.61,0.91
39373,0.09,0.32
39374,0.61,0.81
39375,0.18,0.42
39376,0.63,0.88
39377,0.42,0.7
39378,0.38,0.62
39379,0.48,0.53
39380,0.25,0.36
39381,0.17,0.35
39382,0.21,0.34
39383,0.16,0.17
39384,0.2,0.9
39385,0.0,0.07
39386,0.65,0.23
39387,0.19,0.24
39388,0.36,0.75
39389,0.41,0.55
39390,0.5,0.55
39391,0.05,0.47
39392,0.67,0.64
39393,0.69,0.98
39394,0.18,0.52
39395,0.61,0.37
39396,0.08,0.49
39397,0.1,0.1
39398,0.22,0.48
39399,0.06,0.32
39400,0.16,0.63
39401,0.52,0.45
39402,0.49,0.69
39403,0.27,0.97
39404,0.37,0.59
39405,0.22,0.2
39406,0.3,0.49
39407,0.17,0.95
39408,0.17,0.26
39409,0.12,0.24
39410,0.15,0.72
39411,0.02,0.36
39412,0.16,0.07
39413,0.03,0.54
39414,0.07,1.01
39415,0.17,0.31
39416,0.02,0.32
39417,0.7,0.76
39418,0.41,0.25
39419,0.02,0.69
39420,0.0,0.08
39421,0.17,0.13
39422,0.63,0.23
39423,0.26,0.98
39424,0.23,0.4
39425,0.57,0.66
39426,0.01,0.14
39427,0.04,0.79
39428,0.77,0.78
39429,0.4,0.86
39430,0.36,0.33
39431,0.09,0.24
39432,0.46,0.54
39433,0.24,0.4
39434,0.05,0.67
39435,0.21,0.5
39436,0.28,0.59
39437,0.23,0.72
39438,0.66,0.77
39439,0.26,0.55
39440,0.9,1.04
39441,0.26,0.34
39442,0.39,0.57
39443,0.8,1.08
39444,0.1,0.45
39445,0.08,0.42
39446,0.04,0.24
39447,0.59,0.71
39448,0.01,0.19
39449,0.12,0.58
39450,0.03,0.53
39451,0.05,0.42
39452,0.18,0.39
39453,0.32,0.35
39454,0.54,0.89
39455,0.15,0.35
39456,0.17,0.25
39457,0.2,0.4
39458,0.36,1.08
39459,0.3,0.73
39460,0.19,0.28
39461,0.03,0.35
39462,0.34,0.6
39463,0.42,0.61
39464,0.18,0.59
39465,0.13,0.35
39466,0.12,0.39
39467,0.29,0.73
39468,0.37,0.5
39469,0.31,0.41
39470,0.2,0.46
39471,0.18,0.16
39472,0.38,0.43
39473,0.34,0.48
39474,0.16,0.58
39475,0.26,0.67
39476,0.47,0.42
39477,0.09,0.36
39478,0.3,0.44
39479,0.41,0.64
39480,0.21,0.55
39481,0.05,0.6
39482,0.24,0.79
39483,0.22,0.43
39484,0.05,0.09
39485,0.06,0.69
39486,0.12,0.33
39487,0.04,0.58
39488,0.35,0.46
39489,0.63,0.64
39490,0.57,0.58
39491,0.09,0.09
39492,0.43,0.82
39493,0.17,0.39
39494,0.09,0.3
39495,0.26,0.08
39496,0.41,0.69
39497,0.72,0.58
39498,0.03,0.21
39499,0.42,0.68
39500,0.12,0.53
39501,0.05,0.09
39502,0.67,0.8
39503,0.14,0.74
39504,0.12,0.24
39505,0.27,0.22
39506,0.48,0.62
39507,0.67,0.59
39508,0.08,0.49
39509,0.03,0.22
39510,0.15,0.29
39511,0.25,0.43
39512,0.09,0.2
39513,0.27,0.35
39514,0.46,0.23
39515,0.06,0.27
39516,0.06,0.31
39517,0.11,0.43
39518,0.46,0.29
39519,0.13,0.44
39520,0.4,0.57
39521,0.22,0.05
39522,0.14,0.34
39523,0.05,0.28
39524,0.11,0.69
39525,0.11,0.39
39526,0.01,0.15
39527,0.09,0.2
39528,0.04,0.32
39529,0.49,0.54
39530,0.32,0.6
39531,0.65,0.97
39532,0.16,0.36
39533,0.01,0.22
39534,0.14,0.75
39535,0.18,0.94
39536,0.1,0.09
39537,0.08,0.45
39538,0.06,0.42
39539,0.4,0.75
39540,0.71,0.88
39541,0.28,0.43
39542,0.27,0.44
39543,0.21,0.38
39544,0.24,0.3
39545,0.08,0.07
39546,0.18,0.32
39547,0.37,0.69
39548,0.3,0.51
39549,0.18,0.96
39550,0.09,0.52
39551,0.14,0.63
39552,0.37,0.56
39553,0.16,0.44
39554,0.29,0.45
39555,0.03,0.34
39556,0.04,0.58
39557,0.15,0.53
39558,0.1,0.56
39559,0.17,0.23
39560,0.05,0.39
39561,0.36,0.63
39562,0.0,0.03
39563,0.27,0.61
39564,0.38,0.6
39565,0.12,0.78
39566,0.18,0.37
39567,0.14,0.55
39568,0.2,0.96
39569,0.02,0.01
39570,0.48,0.7
39571,0.19,0.49
39572,0.46,0.57
39573,0.27,0.4
39574,0.35,0.74
39575,0.32,0.56
39576,0.14,0.36
39577,0.17,0.28
39578,0.37,0.1
39579,0.4,0.76
39580,0.62,0.59
39581,0.59,0.71
39582,0.21,0.55
39583,0.13,0.31
39584,0.68,0.69
39585,0.04,0.64
39586,0.58,0.69
39587,0.0,0.39
39588,0.29,0.59
39589,0.04,0.53
39590,0.06,0.34
39591,0.07,0.25
39592,0.06,0.14
39593,0.29,0.58
39594,0.2,0.66
39595,0.1,0.86
39596,0.01,0.66
39597,0.14,0.26
39598,0.14,0.01
39599,0.71,0.72
39600,0.24,0.27
39601,0.01,0.11
39602,0.04,0.34
39603,0.72,0.7
39604,0.03,0.33
39605,0.46,0.53
39606,0.09,0.63
39607,0.08,0.1
39608,0.26,0.58
39609,0.09,0.4
39610,0.72,0.28
39611,0.57,1.0
39612,0.09,0.17
39613,0.07,0.06
39614,0.5,0.69
39615,0.39,0.87
39616,0.19,0.29
39617,0.35,0.71
39618,0.64,0.88
39619,0.68,0.9
39620,0.41,0.99
39621,0.11,0.68
39622,0.29,0.56
39623,0.19,0.27
39624,0.37,0.5
39625,0.13,0.49
39626,0.17,0.24
39627,0.17,0.25
39628,0.45,0.91
39629,0.15,0.64
39630,0.04,0.26
39631,0.14,0.7
39632,0.13,0.04
39633,0.14,0.86
39634,0.86,0.84
39635,0.15,0.38
39636,0.12,0.68
39637,0.2,0.41
39638,0.15,0.91
39639,0.69,0.91
39640,0.38,0.76
39641,0.63,0.93
39642,0.14,0.59
39643,0.51,0.91
39644,0.07,0.37
39645,0.17,0.26
39646,0.28,0.44
39647,0.01,0.94
39648,0.34,0.72
39649,0.08,0.14
39650,0.51,0.54
39651,0.04,0.38
39652,0.0,0.7
39653,0.29,1.04
39654,0.08,0.31
39655,0.14,0.05
39656,0.3,0.75
39657,0.19,0.3
39658,0.56,0.27
39659,0.73,1.03
39660,0.1,0.22
39661,0.11,0.28
39662,0.24,0.28
39663,0.09,0.47
39664,0.0,0.33
39665,0.08,0.21
39666,0.09,0.57
39667,0.3,0.14
39668,0.57,0.73
39669,0.46,0.72
39670,0.04,0.25
39671,0.19,0.51
39672,0.05,0.17
39673,0.16,0.25
39674,0.27,0.84
39675,0.12,0.24
39676,0.17,0.3
39677,0.59,0.67
39678,0.0,0.33
39679,0.68,0.85
39680,0.02,0.12
39681,0.22,0.33
39682,0.02,0.1
39683,0.02,0.53
39684,0.15,0.49
39685,0.52,0.69
39686,0.17,0.39
39687,0.29,0.53
39688,0.05,0.4
39689,0.28,0.62
39690,0.08,0.18
39691,0.02,0.74
39692,0.01,0.5
39693,0.24,0.41
39694,0.17,0.38
39695,0.37,0.7
39696,0.33,0.98
39697,0.05,0.53
39698,0.16,0.88
39699,0.19,0.25
39700,0.1,0.35
39701,0.09,0.24
39702,0.01,0.9
39703,0.82,1.11
39704,0.03,0.25
39705,0.26,0.48
39706,0.22,0.02
39707,0.16,0.02
39708,0.01,0.25
39709,0.25,0.38
39710,0.88,1.07
39711,0.27,0.44
39712,0.13,0.0
39713,0.39,0.72
39714,0.09,0.07
39715,0.18,0.5
39716,0.16,0.37
39717,0.41,0.56
39718,0.07,0.88
39719,0.14,0.24
39720,0.26,0.01
39721,0.1,0.44
39722,0.07,0.71
39723,0.14,0.52
39724,0.04,0.77
39725,0.5,0.72
39726,0.08,0.1
39727,0.08,0.49
39728,0.03,0.28
39729,0.03,0.27
39730,0.03,0.37
39731,0.06,0.2
39732,0.16,0.31
39733,0.14,0.2
39734,0.2,0.27
39735,0.05,0.35
39736,0.15,0.19
39737,0.23,0.44
39738,0.25,0.57
39739,0.41,0.43
39740,0.31,0.54
39741,0.06,0.2
39742,0.44,0.61
39743,0.1,0.66
39744,0.15,0.61
39745,0.28,0.27
39746,0.15,0.14
39747,0.7,1.0
39748,0.12,0.17
39749,0.03,0.2
39750,0.29,0.63
39751,0.14,0.1
39752,0.44,0.41
39753,0.06,0.83
39754,0.09,0.01
39755,0.68,1.0
39756,0.11,0.47
39757,0.08,0.23
39758,0.34,0.12
39759,0.01,0.39
39760,0.08,0.4
39761,0.47,0.37
39762,0.07,0.25
39763,0.15,0.3
39764,0.05,0.28
39765,0.05,0.64
39766,0.04,0.41
39767,0.04,0.19
39768,0.34,0.99
39769,0.06,0.06
39770,0.15,0.48
39771,0.09,0.67
39772,0.12,0.32
39773,0.01,0.5
39774,0.12,1.02
39775,0.02,0.67
39776,0.35,0.36
39777,0.17,0.56
39778,0.03,0.4
39779,0.12,0.09
39780,0.02,0.34
39781,0.15,0.38
39782,0.14,0.38
39783,0.07,0.4
39784,0.16,0.46
39785,0.21,0.35
39786,0.15,0.26
39787,0.52,0.5
39788,0.11,0.48
39789,0.48,0.58
39790,0.1,0.34
39791,0.26,0.66
39792,0.02,0.3
39793,0.05,0.47
39794,0.48,0.71
39795,0.0,0.09
39796,0.06,0.21
39797,0.25,0.31
39798,0.07,0.48
39799,0.03,0.34
39800,0.28,0.35
39801,0.03,0.09
39802,0.03,0.74
39803,0.07,0.39
39804,0.04,0.01
39805,0.01,0.55
39806,0.06,0.02
39807,0.05,0.21
39808,0.18,0.03
39809,0.48,0.47
39810,0.29,0.54
39811,0.41,0.46
39812,0.09,0.06
39813,0.24,0.37
39814,0.65,1.01
39815,0.16,0.18
39816,0.25,0.26
39817,0.47,0.59
39818,0.04,0.07
39819,0.05,0.29
39820,0.36,0.77
39821,0.27,0.76
39822,0.11,0.05
39823,0.25,0.5
39824,0.31,0.63
39825,0.02,0.18
39826,0.7,0.8
39827,0.17,0.35
39828,0.39,0.71
39829,0.07,0.05
39830,0.21,0.39
39831,0.25,0.26
39832,0.01,0.05
39833,0.38,0.52
39834,0.23,0.72
39835,0.22,0.44
39836,0.2,0.85
39837,0.07,0.45
39838,0.05,0.66
39839,0.29,0.99
39840,0.1,0.74
39841,0.27,0.57
39842,0.18,0.38
39843,0.08,0.4
39844,0.02,0.15
39845,0.13,0.47
39846,0.28,0.69
39847,0.06,0.44
39848,0.24,0.4
39849,0.12,0.38
39850,0.81,1.0
39851,0.08,0.66
39852,0.29,0.29
39853,0.33,0.18
39854,0.13,0.47
39855,0.29,0.17
39856,0.1,0.11
39857,0.0,0.36
39858,0.18,0.31
39859,0.14,0.38
39860,0.26,0.46
39861,0.04,0.7
39862,0.15,0.54
39863,0.04,0.22
39864,0.41,0.54
39865,0.29,0.56
39866,0.07,0.12
39867,0.1,0.27
39868,0.81,0.93
39869,0.24,0.56
39870,0.11,0.17
39871,0.05,0.43
39872,0.19,0.3
39873,0.31,0.47
39874,0.04,0.77
39875,0.23,0.38
39876,0.01,0.07
39877,0.08,0.19
39878,0.06,0.16
39879,0.35,0.18
39880,0.32,0.67
39881,0.0,0.14
39882,0.36,0.2
39883,0.47,0.56
39884,0.1,0.32
39885,0.1,0.27
39886,0.18,0.44
39887,0.04,0.28
39888,0.1,0.07
39889,0.4,0.98
39890,0.06,0.18
39891,0.07,0.57
39892,0.21,0.23
39893,0.13,0.88
39894,0.09,0.4
39895,0.21,0.42
39896,0.02,0.49
39897,0.23,0.21
39898,0.2,0.1
39899,0.16,0.34
39900,0.31,0.4
39901,0.18,0.27
39902,0.45,0.63
39903,0.67,0.79
39904,0.16,0.3
39905,0.24,0.53
39906,0.08,0.18
39907,0.01,0.89
39908,0.2,0.57
39909,0.2,1.21
39910,0.17,0.47
39911,0.27,0.18
39912,0.23,0.49
39913,0.01,0.17
39914,0.65,0.88
39915,0.02,0.24
39916,0.11,0.33
39917,0.28,0.44
39918,0.17,0.18
39919,0.22,0.58
39920,0.21,0.87
39921,0.23,0.37
39922,0.35,0.66
39923,0.15,0.08
39924,0.12,0.18
39925,0.08,0.49
39926,0.42,0.29
39927,0.05,0.44
39928,0.12,0.24
39929,0.04,0.29
39930,0.25,0.42
39931,0.26,0.37
39932,0.05,0.33
39933,0.43,0.4
39934,0.06,0.3
39935,0.01,0.42
39936,0.11,0.43
39937,0.23,0.24
39938,0.01,0.21
39939,0.19,0.9
39940,0.49,0.75
39941,0.62,0.8
39942,0.21,0.55
39943,0.43,0.75
39944,0.52,0.77
39945,0.16,0.61
39946,0.22,0.27
39947,0.11,0.62
39948,0.21,0.49
39949,0.18,0.18
39950,0.03,0.25
39951,0.13,0.17
39952,0.17,0.67
39953,0.19,0.5
39954,0.23,0.41
39955,0.03,0.93
39956,0.02,0.34
39957,0.12,0.29
39958,0.69,0.7
39959,0.32,0.36
39960,0.13,0.03
39961,0.28,0.75
39962,0.02,0.25
39963,0.22,0.38
39964,0.34,0.77
39965,0.65,0.84
39966,0.43,0.33
39967,0.68,0.83
39968,0.2,0.47
39969,0.02,0.45
39970,0.42,0.66
39971,0.6,0.5
39972,0.13,0.32
39973,0.13,0.26
39974,0.05,0.8
39975,0.56,0.94
39976,0.01,0.53
39977,0.14,0.34
39978,0.01,0.17
39979,0.63,0.12
39980,0.17,0.03
39981,0.21,0.34
39982,0.22,0.1
39983,0.24,0.66
39984,0.26,0.33
39985,0.04,0.04
39986,0.02,0.43
39987,0.13,0.45
39988,0.53,0.71
39989,0.07,0.29
39990,0.47,0.95
39991,0.52,0.99
39992,0.01,0.33
39993,0.41,0.45
39994,0.46,0.61
39995,0.21,0.32
39996,0.64,0.75
39997,0.2,0.66
39998,0.01,0.48
39999,0.16,0.56
40000,0.06,0.67
40001,0.02,0.41
40002,0.17,0.16
40003,0.18,0.51
40004,0.1,0.2
40005,0.2,0.08
40006,0.35,0.43
40007,0.36,0.85
40008,0.19,0.45
40009,0.01,0.29
40010,0.23,0.49
40011,0.11,0.46
40012,0.53,0.77
40013,0.39,0.67
40014,0.06,0.21
40015,0.22,0.39
40016,0.11,0.62
40017,0.21,0.39
40018,0.04,0.23
40019,0.2,0.33
40020,0.5,0.66
40021,0.06,0.35
40022,0.02,0.19
40023,0.49,0.59
40024,0.72,0.93
40025,0.06,0.13
40026,0.15,0.25
40027,0.28,0.77
40028,0.84,1.04
40029,0.0,0.25
40030,0.05,0.15
40031,0.16,0.06
40032,0.1,0.66
40033,0.16,0.35
40034,0.34,0.44
40035,0.04,0.71
40036,0.59,0.67
40037,0.36,0.87
40038,0.2,1.06
40039,0.23,0.5
40040,0.13,0.6
40041,0.3,0.62
40042,0.05,0.63
40043,0.34,0.69
40044,0.71,0.71
40045,0.33,0.05
40046,0.04,0.4
40047,0.32,0.91
40048,0.37,0.54
40049,0.68,0.84
40050,0.82,1.14
40051,0.25,0.54
40052,0.07,0.09
40053,0.08,0.17
40054,0.01,0.66
40055,0.45,0.41
40056,0.1,0.06
40057,0.69,0.99
40058,0.15,0.32
40059,0.17,0.58
40060,0.07,0.79
40061,0.02,0.69
40062,0.08,0.08
40063,0.63,0.72
40064,0.01,0.97
40065,0.72,0.92
40066,0.14,0.4
40067,0.19,0.34
40068,0.17,0.21
40069,0.66,0.79
40070,0.03,0.49
40071,0.59,0.95
40072,0.13,0.46
40073,0.13,0.74
40074,0.45,0.02
40075,0.2,0.21
40076,0.06,0.34
40077,0.26,1.09
40078,0.1,0.38
40079,0.25,0.53
40080,0.34,0.17
40081,0.15,0.44
40082,0.26,0.4
40083,0.2,0.37
40084,0.15,0.24
40085,0.05,0.38
40086,0.04,0.34
40087,0.65,0.4
40088,0.15,0.43
40089,0.61,0.67
40090,0.0,0.54
40091,0.3,0.72
40092,0.17,0.26
40093,0.11,0.05
40094,0.17,0.74
40095,0.05,0.33
40096,0.11,0.33
40097,0.43,0.74
40098,0.89,0.99
40099,0.28,0.57
40100,0.01,0.27
40101,0.17,0.17
40102,0.51,0.57
40103,0.09,0.8
40104,0.41,1.11
40105,0.44,0.54
40106,0.21,0.33
40107,0.1,0.24
40108,0.13,0.31
40109,0.18,0.45
40110,0.03,0.35
40111,0.13,0.29
40112,0.12,0.25
40113,0.3,0.47
40114,0.19,0.86
40115,0.18,0.8
40116,0.23,0.44
40117,0.08,0.06
40118,0.09,0.1
40119,0.12,0.13
40120,0.05,0.26
40121,0.51,0.73
40122,0.23,0.61
40123,0.87,1.01
40124,0.13,0.11
40125,0.31,0.59
40126,0.12,0.38
40127,0.22,0.78
40128,0.1,0.06
40129,0.4,0.72
40130,0.02,0.4
40131,0.66,0.93
40132,0.07,0.08
40133,0.14,0.33
40134,0.54,0.95
40135,0.11,0.81
40136,0.23,0.38
40137,0.19,1.0
40138,0.07,0.53
40139,0.23,0.39
40140,0.04,0.43
40141,0.32,0.42
40142,0.3,0.68
40143,0.07,0.79
40144,0.14,0.09
40145,0.09,0.24
40146,0.09,0.07
40147,0.38,0.72
40148,0.46,1.07
40149,0.7,0.88
40150,0.38,0.55
40151,0.35,1.07
40152,0.11,0.3
40153,0.57,0.34
40154,0.1,0.12
40155,0.01,0.13
40156,0.54,0.86
40157,0.29,0.58
40158,0.56,0.91
40159,0.67,0.6
40160,0.63,0.55
40161,0.02,0.33
40162,0.16,0.74
40163,0.61,0.75
40164,0.22,0.46
40165,0.18,0.33
40166,0.29,0.22
40167,0.05,0.92
40168,0.23,0.31
40169,0.21,0.81
40170,0.6,0.61
40171,0.36,0.47
40172,0.65,1.03
40173,0.19,0.45
40174,0.23,0.61
40175,0.16,1.06
40176,0.28,1.06
40177,0.49,0.6
40178,0.03,0.48
40179,0.16,0.34
40180,0.08,0.45
40181,0.01,0.27
40182,0.8,1.09
40183,0.36,0.76
40184,0.03,0.16
40185,0.01,0.27
40186,0.28,0.17
40187,0.06,0.0
40188,0.73,0.97
40189,0.25,1.0
40190,0.14,0.52
40191,0.19,0.21
40192,0.47,0.8
40193,0.53,0.82
40194,0.12,0.21
40195,0.23,0.43
40196,0.66,0.86
40197,0.16,0.33
40198,0.51,0.58
40199,0.07,0.79
40200,0.12,0.45
40201,0.62,0.82
40202,0.67,0.78
40203,0.18,0.91
40204,0.06,0.18
40205,0.03,0.2
40206,0.53,0.81
40207,0.18,0.76
40208,0.44,0.88
40209,0.08,0.33
40210,0.06,0.13
40211,0.26,0.53
40212,0.67,0.4
40213,0.06,0.38
40214,0.12,0.19
40215,0.03,0.25
40216,0.17,0.29
40217,0.2,0.46
40218,0.3,0.58
40219,0.18,0.47
40220,0.01,0.03
40221,0.09,0.26
40222,0.04,0.29
40223,0.2,0.4
40224,0.18,0.14
40225,0.34,0.47
40226,0.15,0.28
40227,0.06,0.42
40228,0.08,0.18
40229,0.52,0.44
40230,0.36,0.4
40231,0.27,1.01
40232,0.01,1.02
40233,0.19,0.53
40234,0.03,0.14
40235,0.43,1.18
40236,0.82,1.01
40237,0.11,0.15
40238,0.08,0.02
